,index,match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stSV,2ndSV,1stIn,2ndIn,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,PtWinner,isSvrWinner,rallyCount,Date,Tournament,Round,Surface,Player 1,Player 2,Grand Slam,i_serve,i_win,is_second_service,dir_srv,rally_desc,rally_tratada,how_ended,serve_return
9522,134920,20200229-M-Dubai-F-Novak_Djokovic-Stefanos_Tsitsipas,31,0,0,2,2,40-40,5 (7),1,0,,1,2,ND,4f28f3s3f1f1f3b2b1n@,,,0,,1,,False,False,False,0,1,False,2,0,8,20200229,Dubai,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,4,f28 f3 s3 f1 f1 f3 b2 b1,4,@,f28
9532,134930,20200229-M-Dubai-F-Novak_Djokovic-Stefanos_Tsitsipas,41,0,0,3,3,0-0,7 (1),1,0,,1,2,ND,4f38b1f1f3d@,,,0,,1,,False,False,False,0,1,False,2,0,4,20200229,Dubai,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,4,f38 b1 f1 f3,2,@,f38
9535,134933,20200229-M-Dubai-F-Novak_Djokovic-Stefanos_Tsitsipas,44,0,0,3,3,30-15,7 (4),1,0,,1,2,ND,6f28f3b1r2n#,,,0,,1,,False,False,False,1,0,False,2,0,4,20200229,Dubai,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,f28 f3 b1 r2,2,#,f28
9545,134943,20200229-M-Dubai-F-Novak_Djokovic-Stefanos_Tsitsipas,54,0,0,5,3,15-0,9 (2),1,0,,1,2,ND,4n,6f28b3b3b1w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20200229,Dubai,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,6,f28 b3 b3 b1,2,@,f28
9566,134964,20200229-M-Dubai-F-Novak_Djokovic-Stefanos_Tsitsipas,75,1,0,1,2,40-0,13 (4),1,0,,1,2,ND,4d,4b38b1f3b1f1f3n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,6,20200229,Dubai,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,4,b38 b1 f3 b1 f1 f3,3,@,b38
9573,134971,20200229-M-Dubai-F-Novak_Djokovic-Stefanos_Tsitsipas,82,1,0,3,2,0-0,15 (1),1,0,,1,2,ND,4f28b3s3b3b3b3f1r1f1r3n#,,,0,,1,,False,False,False,1,0,False,2,0,10,20200229,Dubai,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,4,f28 b3 s3 b3 b3 b3 f1 r1 f1 r3,5,#,f28
9575,134973,20200229-M-Dubai-F-Novak_Djokovic-Stefanos_Tsitsipas,84,1,0,3,2,15-15,15 (3),1,0,,1,2,ND,6s38b3w@,,,0,,1,,False,False,False,0,1,False,2,0,2,20200229,Dubai,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,s38 b3,1,@,s38
9576,134974,20200229-M-Dubai-F-Novak_Djokovic-Stefanos_Tsitsipas,85,1,0,3,2,15-30,15 (4),1,0,,1,2,ND,6d,6f38b3b3b3b3b3b2f2f1f3b2f1f1f1f1f3s3b3b3b2f1f2y1r1n#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,24,20200229,Dubai,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,6,f38 b3 b3 b3 b3 b3 b2 f2 f1 f3 b2 f1 f1 f1 f1 f3 s3 b3 b3 b2 f1 f2 y1 r1,12,#,f38
9577,134975,20200229-M-Dubai-F-Novak_Djokovic-Stefanos_Tsitsipas,86,1,0,3,2,15-40,15 (5),1,0,,1,2,ND,6d,6b28b3b3b3f3b3s2f1f1f1f3b3s3f1d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,14,20200229,Dubai,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,6,b28 b3 b3 b3 f3 b3 s2 f1 f1 f1 f3 b3 s3 f1,7,@,b28
9597,134995,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,1,0,0,0,0,0-0,1 (1),1,0,,1,2,ND,6b28f38b38b19f17f38w@,,Djokovic wins the toss and chooses to serve.,0,,1,,False,False,False,0,1,False,2,0,6,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,b28 f38 b38 b19 f17 f38,3,@,b28
9598,134996,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,2,0,0,0,0,0-15,1 (2),1,0,,1,2,ND,4b29f!1d#,,,0,,1,,False,False,False,1,0,False,2,0,2,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,b29 f1,1,#,b29
9601,134999,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,5,0,0,0,0,30-30,1 (5),1,0,,1,2,ND,6s29f3d@,,,0,,1,,False,False,False,0,1,False,2,0,2,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,s29 f3,1,@,s29
9610,135008,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,14,0,0,1,1,0-0,3 (1),1,0,,1,2,ND,4r18f+38s3z19f18*,,,0,,1,,False,False,True,0,0,False,2,0,6,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,r18 f38 s3 z19 f18,3,*,r18
9612,135010,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,16,0,0,1,1,15-15,3 (3),1,0,,1,2,ND,6b18f17f28b29b28f28b19f1d@,,,0,,1,,False,False,False,0,1,False,2,0,8,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,b18 f17 f28 b29 b28 f28 b19 f1,4,@,b18
9616,135014,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,20,0,0,1,1,40-40,3 (7),1,0,,1,2,ND,4r18f18f19f38w@,,,0,,1,,False,False,False,0,1,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,r18 f18 f19 f38,2,@,r18
9619,135017,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,23,0,0,1,1,AD-40,3 (10),1,0,,1,2,ND,6r27f39b38b39b38b38b38b28f18f17f;28b28b38b28f18f38b38b38b18*,,,0,,1,,False,False,True,0,0,False,2,0,20,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,r27 f39 b38 b39 b38 b38 b38 b28 f18 f17 f28 b28 b38 b28 f18 f38 b38 b38 b18,10,*,r27
9621,135019,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,25,0,0,1,1,AD-40,3 (12),1,0,,1,2,ND,4b28f28f29f39b38b19f18f28b28f29f+38s2k18l19f17f28s38b38b39b18w@,,,0,,1,,False,False,False,0,1,False,2,0,20,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,b28 f28 f29 f39 b38 b19 f18 f28 b28 f29 f38 s2 k18 l19 f17 f28 s38 b38 b39 b18,10,@,b28
9623,135021,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,27,0,0,1,1,AD-40,3 (14),1,0,,1,2,ND,4w,5f28f17f17f+3n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,1,5,f28 f17 f17 f3,2,@,f28
9625,135023,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,29,0,0,1,1,AD-40,3 (16),1,0,,1,2,ND,4b37y3n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,b37 y3,1,@,b37
9627,135025,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,31,0,0,1,1,40-AD,3 (18),1,0,,1,2,ND,4n,5b38f;29f29f38b38b29b19f18f28b38b39y37s-18l2o27b38b38b1d@,Djokovic challenges his last ball; which is out.,0,0.0,0,1.0,False,False,False,0,1,False,2,0,18,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,1,5,b38 f29 f29 f38 b38 b29 b19 f18 f28 b38 b39 y37 s18 l2 o27 b38 b38 b1,9,@,b38
9635,135033,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,39,0,0,1,3,15-0,5 (2),1,0,,1,2,ND,4n,6f2n7f18f29f27f38b1n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,6,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,1,6,f27 f18 f29 f27 f38 b1,3,@,f27
9638,135036,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,42,0,0,1,3,40-15,5 (5),1,0,,1,2,ND,4+f1v^37s-37*,,,1,,1,,False,False,True,0,0,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,f1 v37 s37,2,*,f1
9639,135037,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,43,0,0,1,3,40-30,5 (6),1,0,,1,2,ND,6f19f+39s2z^37w@,,,0,,1,,False,False,False,0,1,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,f19 f39 s2 z37,2,@,f19
9649,135047,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,53,0,0,2,4,15-0,7 (2),1,0,,1,2,ND,6w,5b37b28b28f39b39b19f28f2n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,8,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,1,5,b37 b28 b28 f39 b39 b19 f28 f2,4,@,b37
9650,135048,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,54,0,0,2,4,15-15,7 (3),1,0,,1,2,ND,4+f17*,,,1,,1,,False,False,True,0,0,False,2,0,2,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,f17,1,*,f17
9651,135049,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,55,0,0,2,4,15-30,7 (4),1,0,,1,2,ND,6r;37f-3n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,r37 f3,1,@,r37
9654,135052,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,58,0,0,2,4,40-40,7 (7),1,0,,1,2,ND,4w,6b39b38s38b3d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,1,6,b39 b38 s38 b3,2,@,b39
9655,135053,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,59,0,0,2,4,40-AD,7 (8),1,0,,1,2,ND,4n,4b38b29b38b37b39b19f19f39b38y1n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,10,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,1,4,b38 b29 b38 b37 b39 b19 f19 f39 b38 y1,5,@,b38
9663,135061,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,67,0,1,0,0,30-0,9 (3),1,0,,1,2,ND,4r28f+38b18*,,,0,,1,,False,False,True,0,0,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,r28 f38 b18,2,*,r28
9664,135062,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,68,0,1,0,0,30-15,9 (4),1,0,,1,2,ND,4b29f28f28f29b28b39b38b39b38b18f17f28b29b28b29f18f39*,,,0,,1,,False,False,True,0,0,False,2,0,18,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,b29 f28 f28 f29 b28 b39 b38 b39 b38 b18 f17 f28 b29 b28 b29 f18 f39,9,*,b29
9672,135070,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,76,0,1,1,1,0-0,11 (1),1,0,,1,2,ND,6b27y+17r-17h2n@,,,0,,1,,False,False,False,0,1,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,b27 y17 r17 h2,2,@,b27
9673,135071,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,77,0,1,1,1,0-15,11 (2),1,0,,1,2,ND,6n,6f28b39s27f+38b3z18f17*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,8,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,1,6,f28 b39 s27 f38 b3 z18 f17,4,*,f28
9674,135072,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,78,0,1,1,1,0-30,11 (3),1,0,,1,2,ND,6b28f19f17f3d@,,,0,,1,,False,False,False,0,1,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,b28 f19 f17 f3,2,@,b28
9675,135073,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,79,0,1,1,1,0-40,11 (4),1,0,,1,2,ND,4s28f18w@,,,0,,1,,False,False,False,0,1,False,2,0,2,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,s28 f18,1,@,s28
9685,135083,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,89,0,1,1,3,15-0,13 (2),1,0,,1,2,ND,4+b37i^27r-39*,,,1,,1,,False,False,True,0,0,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,b37 i27 r39,2,*,b37
9688,135086,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,92,0,1,1,3,40-15,13 (5),1,0,,1,2,ND,6b27f1n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,b27 f1,1,@,b27
9697,135095,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,101,0,1,3,3,30-0,15 (3),1,0,,1,2,ND,6d,6b28f28b28f18f28b+39b1v17f-37*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,10,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,1,6,b28 f28 b28 f18 f28 b39 b1 v17 f37,5,*,b28
9708,135106,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,112,0,1,4,4,40-0,17 (4),1,0,,1,2,ND,4d,6f29f28f19f3n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,1,6,f29 f28 f19 f3,2,@,f29
9709,135107,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,113,0,1,4,4,40-15,17 (5),1,0,,1,2,ND,6b29f19f28b38b38b2d@,,,0,,1,,False,False,False,0,1,False,2,0,6,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,b29 f19 f28 b38 b38 b2,3,@,b29
9724,135122,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,128,0,1,5,5,15-0,19 (2),1,0,,1,2,ND,6r27f+29b2z38b19*,,,0,,1,,False,False,True,0,0,False,2,0,6,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,r27 f29 b2 z38 b19,3,*,r27
9742,135140,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,146,0,1,6,6,0-0,21 (1),1,1,1.0,1,2,ND,5r27f+18f18*,,,0,,1,,False,False,True,0,0,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,5,r27 f18 f18,2,*,r27
9745,135143,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,149,0,1,6,6,2-1,21 (4),1,1,4.0,1,2,ND,4s37f-19f2z3n#,,,0,,1,,False,False,False,1,0,False,2,0,4,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,s37 f19 f2 z3,2,#,s37
9746,135144,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,150,0,1,6,6,2-2,21 (5),1,1,5.0,1,2,ND,6b29f18f39b27b38b37b29b28f18f38b37s28b38b38b39b29b39b17f18f19f17f17f39*,,,0,,1,,False,False,True,0,0,False,2,0,24,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,b29 f18 f39 b27 b38 b37 b29 b28 f18 f38 b37 s28 b38 b38 b39 b29 b39 b17 f18 f19 f17 f17 f39,12,*,b29
9749,135147,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,153,0,1,6,6,3-4,21 (8),1,1,8.0,1,2,ND,4w,5f29f37b39f29f27f38b29f38b39b39f38b28b38b38b38b37b19*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,18,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,1,5,f29 f37 b39 f29 f27 f38 b29 f38 b39 b39 f38 b28 b38 b38 b38 b37 b19,9,*,f29
9750,135148,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,154,0,1,6,6,3-5,21 (9),1,1,9.0,1,2,ND,4r18f38b28f18r37y+17f-19*,,,0,,1,,False,False,True,0,0,False,2,0,8,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,4,r18 f38 b28 f18 r37 y17 f19,4,*,r18
9757,135155,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,161,0,1,6,6,8-7,21 (16),1,1,16.0,1,2,ND,6r28f18w@,,,0,,1,,False,False,False,0,1,False,2,0,2,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,0,6,r28 f18,1,@,r28
9777,135175,20200228-M-Dubai-SF-Novak_Djokovic-Gael_Monfils,181,1,1,2,1,40-0,25 (4),1,0,,1,2,ND,c4x,6f28f2d@,Let on 4.,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20200228,Dubai,SF,Hard,Novak Djokovic,Gael Monfils,0,0,1,1,6,f28 f2,1,@,f28
9797,140038,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,3,0,0,0,0,30-0,1 (3),1,0,,1,2,ND,4f28b1r2f+3b1v2n@,,,0,,1,,False,False,False,0,1,False,2,0,6,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f28 b1 r2 f3 b1 v2,3,@,f28
9814,140055,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,20,0,0,2,0,30-0,3 (3),1,0,,1,2,ND,4f38b1d@,,,0,,1,,False,False,False,0,1,False,2,0,2,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f38 b1,1,@,f38
9828,140069,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,34,0,0,3,1,40-0,5 (4),1,0,,1,2,ND,6w,6f27f3d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,1,6,f27 f3,1,@,f27
9840,140081,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,46,0,0,4,2,0-0,7 (1),1,0,,1,2,ND,6s28f1f1f1w@,,,0,,1,,False,False,False,0,1,False,2,0,4,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,6,s28 f1 f1 f1,2,@,s28
9842,140083,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,48,0,0,4,2,15-15,7 (3),1,0,,1,2,ND,6s28f1f3b3s2f3b3b1f2f3w@,,,0,,1,,False,False,False,0,1,False,2,0,10,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,6,s28 f1 f3 b3 s2 f3 b3 b1 f2 f3,5,@,s28
9843,140084,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,49,0,0,4,2,15-30,7 (4),1,0,,1,2,ND,6f38b3s2f3b2f1f1f1f1f1f1f2s3b3b3b3f3b3s2b3b1f3f3s#,,,0,,1,,False,False,False,1,0,False,2,0,24,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,6,f38 b3 s2 f3 b2 f1 f1 f1 f1 f1 f1 f2 s3 b3 b3 b3 f3 b3 s2 b3 b1 f3 f3 s,12,#,f38
9844,140085,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,50,0,0,4,2,15-40,7 (5),1,0,,1,2,ND,4f28b3n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f28 b3,1,@,f28
9855,140096,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,61,0,0,4,4,30-0,9 (3),1,0,,1,2,ND,4f18f2b3b1f2f1f1f3n#,,,0,,1,,False,False,False,1,0,False,2,0,8,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f18 f2 b3 b1 f2 f1 f1 f3,4,#,f18
9876,140117,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,82,1,0,1,1,0-0,13 (1),1,0,,1,2,ND,4f28b1f1f3s3b3s3f1d@,,,0,,1,,False,False,False,0,1,False,2,0,8,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,4,f28 b1 f1 f3 s3 b3 s3 f1,4,@,f28
9878,140119,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,84,1,0,1,1,15-15,13 (3),1,0,,1,2,ND,6b28b3b1*,,,0,,1,,False,False,True,0,0,False,2,0,4,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,6,b28 b3 b1,2,*,b28
9882,140123,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,88,1,0,1,1,40-40,13 (7),1,0,,1,2,ND,6n,4f27b3b3b3s3b1f1f3b3b2f1f1f1f3n#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,14,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,1,4,f27 b3 b3 b3 s3 b1 f1 f3 b3 b2 f1 f1 f1 f3,7,#,f27
9884,140125,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,90,1,0,1,1,40-40,13 (9),1,0,,1,2,ND,6b28f3w@,,,0,,1,,False,False,False,0,1,False,2,0,2,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,6,b28 f3,1,@,b28
9892,140133,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,98,1,0,1,3,15-0,15 (2),1,0,,1,2,ND,4w,4b29b2n#,Successful Thiem challenge on first serve,0,0.0,0,1.0,False,False,False,1,0,False,2,0,2,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,1,4,b29 b2,1,#,b29
9907,140148,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,113,1,0,2,4,40-0,17 (4),1,0,,1,2,ND,4+s37z1w@,,,1,,1,,False,False,False,0,1,False,2,0,2,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,4,s37 z1,1,@,s37
9918,140159,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,124,1,0,4,4,15-0,19 (2),1,0,,1,2,ND,4n,4f38b3b2bf1f1f3*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,8,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,1,4,f38 b3 b2 b f1 f1 f3,4,*,f38
9920,140161,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,126,1,0,4,4,15-30,19 (4),1,0,,1,2,ND,4b29f2f1f1f2b3s3b3b3b3b3b3b3b3s1f3s2y1n@,,,0,,1,,False,False,False,0,1,False,2,0,18,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,4,b29 f2 f1 f1 f2 b3 s3 b3 b3 b3 b3 b3 b3 b3 s1 f3 s2 y1,9,@,b29
9921,140162,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,127,1,0,4,4,15-40,19 (5),1,0,,1,2,ND,V,4f28f2d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,1,4,f28 f2,1,@,f28
9930,140171,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,136,1,1,0,0,30-15,21 (4),1,0,,1,2,ND,6d,5b28b2f1f1f1f3s3s3b3b2f1f1f+3s2z^3*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,16,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,1,5,b28 b2 f1 f1 f1 f3 s3 s3 b3 b2 f1 f1 f3 s2 z3,8,*,b28
9931,140172,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,137,1,1,0,0,30-30,21 (5),1,0,,1,2,ND,6b29f3b3b3s3b3b1f1f3s2n#,,,0,,1,,False,False,False,1,0,False,2,0,10,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,6,b29 f3 b3 b3 s3 b3 b1 f1 f3 s2,5,#,b29
9933,140174,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,139,1,1,0,0,40-40,21 (7),1,0,,1,2,ND,4n,4f28f3d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,1,4,f28 f3,1,@,f28
9934,140175,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,140,1,1,0,0,40-AD,21 (8),1,0,,1,2,ND,4b38b1w@,,,0,,1,,False,False,False,0,1,False,2,0,2,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,4,b38 b1,1,@,b38
9943,140184,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,149,1,1,0,2,0-0,23 (1),1,0,,1,2,ND,6s38f1f2f3n@,,,0,,1,,False,False,False,0,1,False,2,0,4,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,0,6,s38 f1 f2 f3,2,@,s38
9946,140187,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,152,1,1,0,2,15-30,23 (4),1,0,,1,2,ND,4d,4b38b3b3f1f2f3b2f32f31*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,10,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,1,4,b38 b3 b3 f1 f2 f3 b2 f32 f31,5,*,b38
9948,140189,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,154,1,1,0,2,30-40,23 (6),1,0,,1,2,ND,4n,6f28f3n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,1,6,f28 f3,1,@,f28
9956,140197,20200202-M-Australian_Open-F-Novak_Djokovic-Dominic_Thiem,162,1,1,0,4,15-0,25 (2),1,0,,1,2,ND,4w,5b37b1d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20200202,Australian Open,F,Hard,Novak Djokovic,Dominic Thiem,1,0,1,1,5,b37 b1,1,@,b37
